1,1, ,1,FALSE,FALSE,X
2,1,467,1,TRUE,FALSE,7
3,2,6,1,FALSE,FALSE,2
4,1, ,1,FALSE,FALSE,X
5,1, ,1,FALSE,FALSE,X
6,1, ,1,FALSE,FALSE,X
7,1,4,1,FALSE,FALSE,9
8,2, ,1,FALSE,FALSE,/
9,1, ,1,FALSE,FALSE,X
10,1, ,1,FALSE,FALSE,X
11,1, ,1,FALSE,FALSE,X
12,1,0,1,FALSE,FALSE,9
13,2, ,1,FALSE,FALSE,/
14,1, ,1,FALSE,FALSE,X
15,1, ,1,FALSE,FALSE,X
16,1,1248,1,FALSE,FALSE,6
17,2, ,1,FALSE,FALSE,/
18,1,06,1,FALSE,FALSE,8
19,2, ,1,FALSE,FALSE,/
20,1,5,1,FALSE,FALSE,9
21,2, ,1,FALSE,FALSE,/
22,1, ,1,FALSE,FALSE,X
23,1,2458,1,FALSE,FALSE,6
24,2, ,1,FALSE,FALSE,/
25,1,0,1,FALSE,FALSE,9
26,2, ,1,FALSE,FALSE,/
27,1,04679,1,TRUE,FALSE,5
28,2,4679,1,FALSE,FALSE,1
29,1,7,1,FALSE,FALSE,9
30,2, ,1,FALSE,FALSE,/
31,1,0,1,FALSE,FALSE,9
32,2, ,1,FALSE,FALSE,/
33,1, ,1,FALSE,FALSE,X
34,1,0,1,FALSE,FALSE,9
35,2, ,1,FALSE,FALSE,/
36,1, ,1,FALSE,FALSE,X
37,1, ,1,FALSE,FALSE,X
38,1, ,1,FALSE,FALSE,X
39,1, ,1,FALSE,FALSE,X
40,1, ,1,FALSE,FALSE,X
41,1, ,1,FALSE,FALSE,X
42,1, ,1,FALSE,FALSE,X
43,1,7,1,FALSE,FALSE,9
44,2, ,1,FALSE,FALSE,/
45,1,0,1,FALSE,FALSE,9
46,2, ,1,FALSE,FALSE,/
47,1, ,1,FALSE,FALSE,X
48,1,58,1,FALSE,FALSE,8
49,2, ,1,FALSE,FALSE,/
50,1, ,1,FALSE,FALSE,X
51,1,0,1,FALSE,FALSE,9
52,2, ,1,FALSE,FALSE,/
53,1,7,1,FALSE,FALSE,9
54,2, ,1,FALSE,FALSE,-
55,1, ,1,FALSE,FALSE,X
56,1,0,1,FALSE,FALSE,9
57,2, ,1,FALSE,FALSE,-
58,1, ,1,FALSE,FALSE,X
59,1, ,1,FALSE,FALSE,X
60,1,4,1,FALSE,FALSE,9
61,2, ,1,FALSE,FALSE,/
62,1,028,1,TRUE,FALSE,7
63,2,081,1,FALSE,FALSE,1
64,1,0,1,FALSE,FALSE,9
65,2, ,1,FALSE,FALSE,/
66,1, ,1,FALSE,FALSE,X
67,1, ,1,FALSE,FALSE,X
68,1, ,1,FALSE,FALSE,X
69,1, ,1,FALSE,FALSE,X
70,1, ,1,FALSE,FALSE,X
71,1, ,1,FALSE,FALSE,X
72,1, ,1,FALSE,FALSE,X
73,1,0,1,FALSE,FALSE,9
74,2, ,1,FALSE,FALSE,/
75,1,03,1,TRUE,FALSE,8
76,2, ,1,FALSE,FALSE,/
77,1,0248,1,TRUE,FALSE,6
78,1, ,1,FALSE,FALSE,X
79,1, ,1,FALSE,FALSE,X
80,1, ,1,FALSE,FALSE,X
81,1, ,1,FALSE,FALSE,X
82,1,4,1,FALSE,FALSE,9
83,2, ,1,FALSE,FALSE,/
84,1,3,1,FALSE,FALSE,9
85,2, ,1,FALSE,FALSE,/
86,1,467,1,TRUE,FALSE,7
87,2,6,1,FALSE,FALSE,2
88,1, ,1,FALSE,FALSE,X
89,1, ,1,FALSE,FALSE,X
90,1, ,1,FALSE,FALSE,X
91,1, ,1,FALSE,FALSE,X
92,2,28,1,FALSE,FALSE,8
93,1, ,1,FALSE,FALSE,X
94,1,06,1,FALSE,FALSE,8
95,2, ,1,FALSE,FALSE,/
96,1,49,1,TRUE,FALSE,8
97,2,9,1,FALSE,FALSE,1
98,1,0,1,FALSE,FALSE,9
99,2, ,1,FALSE,FALSE,/
100,1, ,1,FALSE,FALSE,X
101,1, ,1,FALSE,FALSE,X
102,1,7,1,FALSE,FALSE,9
103,2, ,1,FALSE,FALSE,/
104,1,4,1,FALSE,FALSE,9
105,2, ,1,FALSE,FALSE,/
106,1, ,1,FALSE,FALSE,X
107,1, ,1,FALSE,FALSE,X
108,1, ,1,FALSE,FALSE,X
109,1,039,1,TRUE,FALSE,7
110,1, ,1,FALSE,FALSE,X
111,1, ,1,FALSE,FALSE,X
112,1,036,1,FALSE,FALSE,7
113,2,3,1,FALSE,FALSE,2
114,1,0,1,FALSE,FALSE,9
115,2, ,1,FALSE,FALSE,/
116,1, ,1,FALSE,FALSE,X
117,1, ,1,FALSE,FALSE,X
118,1,0,1,FALSE,FALSE,9
119,2, ,1,FALSE,FALSE,/
120,1,28,1,FALSE,FALSE,8
121,2, ,1,FALSE,FALSE,/
122,1,28,1,FALSE,FALSE,8
123,2, ,1,FALSE,FALSE,/
124,1,0,1,FALSE,FALSE,9
125,2, ,1,FALSE,FALSE,/
126,1, ,1,FALSE,FALSE,X
127,1, ,1,FALSE,FALSE,X
128,1,036,1,FALSE,FALSE,7
129,2, ,1,FALSE,FALSE,/
130,1, ,1,FALSE,FALSE,X
131,1, ,1,FALSE,FALSE,X
132,1,06,1,FALSE,FALSE,8
133,2, ,1,FALSE,FALSE,/
134,1, ,1,FALSE,FALSE,X
135,1, ,1,FALSE,FALSE,X
136,1,4,1,FALSE,FALSE,9
137,2, ,1,FALSE,FALSE,/
138,1, ,1,FALSE,FALSE,X
139,1, ,1,FALSE,FALSE,X
140,1, ,1,FALSE,FALSE,X
141,1,06,1,FALSE,FALSE,8
142,1, ,2,FALSE,FALSE,X
143,1, ,2,FALSE,FALSE,X
144,1, ,2,FALSE,FALSE,X
145,1,036,2,FALSE,FALSE,7
146,2, ,2,FALSE,FALSE,/
147,1, ,2,FALSE,FALSE,X
148,1, ,2,FALSE,FALSE,X
149,1, ,2,FALSE,FALSE,X
150,1, ,2,FALSE,FALSE,X
151,1,0,2,FALSE,FALSE,9
152,2, ,2,FALSE,FALSE,/
153,1,7,2,FALSE,FALSE,9
154,2, ,2,FALSE,FALSE,/
155,1,06,2,FALSE,FALSE,8
156,1, ,2,FALSE,FALSE,X
157,1,467,2,TRUE,FALSE,7
158,2,6,2,FALSE,FALSE,2
159,1, ,2,FALSE,FALSE,X
160,1,7,2,FALSE,FALSE,9
161,2, ,2,FALSE,FALSE,/
162,1, ,2,FALSE,FALSE,X
163,1, ,2,FALSE,FALSE,X
164,1,0467,2,TRUE,FALSE,6
165,2,467,2,FALSE,FALSE,1
166,1, ,2,FALSE,FALSE,X
167,1,06,2,FALSE,FALSE,8
